Model,Horizon,Ticker,Observations,Accuracy,ROC_AUC,Precision,Recall,F1,Up_Proportion_Actual,Feature_Set
LSTM,30-day,SBRY,285,0.6035087719298246,0.3745355078447564,0.6056338028169014,0.9942196531791908,0.7527352297592997,0.6070175438596491,With Behavioral
Logistic Regression,30-day,LLOY,295,0.7796610169491526,0.4787959866220735,0.7796610169491526,1.0,0.8761904761904762,0.7796610169491526,With Behavioral
Logistic Regression,30-day,RR,292,0.6917808219178082,0.4926268573030558,0.698961937716263,0.9853658536585366,0.8178137651821862,0.702054794520548,With Behavioral
Logistic Regression,30-day,SBRY,285,0.6035087719298246,0.6010528488852188,0.6056338028169014,0.9942196531791908,0.7527352297592997,0.6070175438596491,With Behavioral
Random Forest,30-day,LLOY,295,0.5627118644067797,0.4721739130434783,0.7671957671957672,0.6304347826086957,0.6921241050119332,0.7796610169491526,With Behavioral
Random Forest,30-day,RR,292,0.589041095890411,0.5100364451920381,0.7202072538860104,0.6780487804878049,0.6984924623115578,0.702054794520548,With Behavioral
Random Forest,30-day,SBRY,285,0.6491228070175439,0.6906482246077621,0.7354838709677419,0.6589595375722543,0.6951219512195121,0.6070175438596491,With Behavioral
SVM,30-day,LLOY,295,0.6711864406779661,0.5298327759197323,0.7782426778242678,0.808695652173913,0.7931769722814499,0.7796610169491526,With Behavioral
SVM,30-day,RR,292,0.571917808219178,0.4626857303055789,0.6801801801801802,0.7365853658536585,0.7072599531615925,0.702054794520548,With Behavioral
SVM,30-day,SBRY,285,0.656140350877193,0.606729975227085,0.6728110599078341,0.8439306358381503,0.7487179487179487,0.6070175438596491,With Behavioral
LSTM,1-day,LLOY,300,0.5666666666666667,0.5417647058823529,0.5909090909090909,0.7647058823529411,0.6666666666666666,0.5666666666666667,Without Behavioral
LSTM,1-day,RR,299,0.4548494983277591,0.4577813823555916,0.496551724137931,0.4444444444444444,0.4690553745928338,0.5418060200668896,Without Behavioral
LSTM,1-day,SBRY,289,0.532871972318339,0.5316387501224409,0.5707762557077626,0.7530120481927711,0.6493506493506493,0.5743944636678201,Without Behavioral
Logistic Regression,1-day,LLOY,300,0.53,0.4718099547511313,0.5644444444444444,0.7470588235294118,0.6430379746835443,0.5666666666666667,Without Behavioral
Logistic Regression,1-day,RR,299,0.5016722408026756,0.4777867892223123,0.5291479820627802,0.7283950617283951,0.612987012987013,0.5418060200668896,Without Behavioral
Logistic Regression,1-day,SBRY,289,0.532871972318339,0.4593006171025565,0.5720930232558139,0.7409638554216867,0.6456692913385826,0.5743944636678201,Without Behavioral
Random Forest,1-day,LLOY,300,0.4833333333333333,0.4906787330316742,0.5483870967741935,0.5,0.5230769230769231,0.5666666666666667,Without Behavioral
Random Forest,1-day,RR,299,0.5183946488294314,0.5164233576642335,0.5576923076923077,0.5370370370370371,0.5471698113207547,0.5418060200668896,Without Behavioral
Random Forest,1-day,SBRY,289,0.5155709342560554,0.4874375550984425,0.5915492957746479,0.5060240963855421,0.5454545454545454,0.5743944636678201,Without Behavioral
SVM,1-day,LLOY,300,0.5666666666666667,0.4865384615384616,0.5666666666666667,1.0,0.723404255319149,0.5666666666666667,Without Behavioral
SVM,1-day,RR,299,0.5418060200668896,0.5273947913850591,0.5418060200668896,1.0,0.702819956616052,0.5418060200668896,Without Behavioral
SVM,1-day,SBRY,289,0.5743944636678201,0.5014203154079733,0.5743944636678201,1.0,0.7296703296703296,0.5743944636678201,Without Behavioral
LSTM,7-day,LLOY,299,0.6086956521739131,0.5935005165774396,0.6086956521739131,1.0,0.7567567567567568,0.6086956521739131,Without Behavioral
LSTM,7-day,RR,297,0.5757575757575758,0.461348445219413,0.6079136690647482,0.9086021505376344,0.728448275862069,0.6262626262626263,Without Behavioral
LSTM,7-day,SBRY,288,0.6215277777777778,0.4911588334785505,0.6215277777777778,1.0,0.7665952890792291,0.6215277777777778,Without Behavioral
Logistic Regression,7-day,LLOY,299,0.6053511705685619,0.4784915938762092,0.6073825503355704,0.9945054945054944,0.7541666666666667,0.6086956521739131,Without Behavioral
Logistic Regression,7-day,RR,297,0.6195286195286195,0.4429429429429429,0.6245733788395904,0.9838709677419356,0.7640918580375783,0.6262626262626263,Without Behavioral
Logistic Regression,7-day,SBRY,288,0.6319444444444444,0.5392855312387884,0.6308243727598566,0.9832402234636872,0.7685589519650655,0.6215277777777778,Without Behavioral
Random Forest,7-day,LLOY,299,0.5618729096989966,0.5039447731755424,0.6378378378378379,0.6483516483516484,0.6430517711171662,0.6086956521739131,Without Behavioral
Random Forest,7-day,RR,297,0.5420875420875421,0.5030272207691562,0.6506024096385542,0.5806451612903226,0.6136363636363636,0.6262626262626263,Without Behavioral
Random Forest,7-day,SBRY,288,0.5729166666666666,0.5939982573932654,0.6728395061728395,0.6089385474860335,0.6392961876832844,0.6215277777777778,Without Behavioral
SVM,7-day,LLOY,299,0.5484949832775919,0.460927960927961,0.5928853754940712,0.8241758241758241,0.6896551724137931,0.6086956521739131,Without Behavioral
SVM,7-day,RR,297,0.5353535353535354,0.4214375665988568,0.6008403361344538,0.7688172043010753,0.6745283018867925,0.6262626262626263,Without Behavioral
SVM,7-day,SBRY,288,0.6284722222222222,0.6278509558710471,0.6621621621621622,0.8212290502793296,0.7331670822942643,0.6215277777777778,Without Behavioral
LSTM,30-day,LLOY,295,0.7796610169491526,0.4272909698996655,0.7796610169491526,1.0,0.8761904761904762,0.7796610169491526,Without Behavioral
LSTM,30-day,RR,292,0.6575342465753424,0.5455564900476592,0.6909090909090909,0.926829268292683,0.7916666666666666,0.702054794520548,Without Behavioral
LSTM,30-day,SBRY,285,0.6070175438596491,0.3890895953757225,0.6070175438596491,1.0,0.7554585152838428,0.6070175438596491,Without Behavioral
Logistic Regression,30-day,LLOY,295,0.7796610169491526,0.4837458193979932,0.7796610169491526,1.0,0.8761904761904762,0.7796610169491526,Without Behavioral
Logistic Regression,30-day,RR,292,0.6917808219178082,0.4815811606391926,0.698961937716263,0.9853658536585366,0.8178137651821862,0.702054794520548,Without Behavioral
Logistic Regression,30-day,SBRY,285,0.6035087719298246,0.609052436003303,0.6056338028169014,0.9942196531791908,0.7527352297592997,0.6070175438596491,Without Behavioral
Random Forest,30-day,LLOY,295,0.5830508474576271,0.4820735785953177,0.7923497267759563,0.6304347826086957,0.7021791767554479,0.7796610169491526,Without Behavioral
Random Forest,30-day,RR,292,0.547945205479452,0.4965517241379309,0.6972972972972973,0.6292682926829268,0.6615384615384615,0.702054794520548,Without Behavioral
Random Forest,30-day,SBRY,285,0.6105263157894737,0.6484568538398018,0.6845238095238095,0.6647398843930635,0.6744868035190615,0.6070175438596491,Without Behavioral
SVM,30-day,LLOY,295,0.6474576271186441,0.5546153846153846,0.7763157894736842,0.7695652173913043,0.7729257641921398,0.7796610169491526,Without Behavioral
SVM,30-day,RR,292,0.571917808219178,0.4539669189795346,0.6923076923076923,0.7024390243902439,0.6973365617433414,0.702054794520548,Without Behavioral
SVM,30-day,SBRY,285,0.6210526315789474,0.6349607762180016,0.6633165829145728,0.7630057803468208,0.7096774193548387,0.6070175438596491,Without Behavioral
