Model,Horizon,Ticker,Observations,Accuracy,ROC_AUC,Precision,Recall,F1,Up_Proportion_Actual,Feature_Set
Logistic Regression,7-day,RR,296,0.4932432432432432,0.5122960798636476,0.6174496644295302,0.4972972972972973,0.5508982035928144,0.625,With Behavioral
Logistic Regression,7-day,SBRY,286,0.5629370629370629,0.513705424737639,0.6323529411764706,0.7206703910614525,0.6736292428198434,0.6258741258741258,With Behavioral
Random Forest,7-day,ASC,304,0.5263157894736842,0.5371022430881586,0.5714285714285714,0.4444444444444444,0.5,0.5328947368421053,With Behavioral
Random Forest,7-day,CPI,306,0.4738562091503268,0.4458956032055448,0.5362318840579711,0.4327485380116959,0.4789644012944983,0.5588235294117647,With Behavioral
Random Forest,7-day,CRST,304,0.5164473684210527,0.5302754677754677,0.5033557046979866,0.5067567567567568,0.5050505050505051,0.4868421052631579,With Behavioral
Random Forest,7-day,LLOY,298,0.5100671140939598,0.4911460546819662,0.6086956521739131,0.5414364640883977,0.5730994152046783,0.6073825503355704,With Behavioral
Random Forest,7-day,RR,296,0.4831081081081081,0.4456781105429754,0.5930232558139535,0.5513513513513514,0.5714285714285714,0.625,With Behavioral
Random Forest,7-day,SBRY,286,0.5699300699300699,0.6218869106667363,0.6944444444444444,0.5586592178770949,0.6191950464396285,0.6258741258741258,With Behavioral
SVM,7-day,ASC,304,0.4144736842105263,0.4130151278038602,0.4344262295081967,0.3271604938271605,0.3732394366197183,0.5328947368421053,With Behavioral
SVM,7-day,CPI,306,0.4444444444444444,0.4876759800736409,0.5041322314049587,0.3567251461988304,0.4178082191780822,0.5588235294117647,With Behavioral
SVM,7-day,CRST,304,0.5394736842105263,0.5448717948717949,0.5307692307692308,0.4662162162162162,0.4964028776978417,0.4868421052631579,With Behavioral
SVM,7-day,LLOY,298,0.6073825503355704,0.5132691127166265,0.6367521367521367,0.8232044198895028,0.7180722891566265,0.6073825503355704,With Behavioral
SVM,7-day,RR,296,0.4864864864864865,0.4110786462137814,0.5812807881773399,0.6378378378378379,0.6082474226804123,0.625,With Behavioral
SVM,7-day,SBRY,286,0.583916083916084,0.5554221270819193,0.6470588235294118,0.7374301675977654,0.6892950391644909,0.6258741258741258,With Behavioral
LSTM,30-day,ASC,300,0.4,0.3185718731937219,0.4377358490566038,0.7891156462585034,0.5631067961165048,0.49,With Behavioral
LSTM,30-day,CPI,300,0.4366666666666666,0.2544830389809838,0.5,0.7751479289940828,0.6078886310904872,0.5633333333333334,With Behavioral
LSTM,30-day,CRST,299,0.4749163879598662,0.4821347806422433,0.4566037735849056,0.9029850746268656,0.606516290726817,0.4481605351170568,With Behavioral
LSTM,30-day,LLOY,294,0.7789115646258503,0.3528384279475982,0.7789115646258503,1.0,0.875717017208413,0.7789115646258503,With Behavioral
LSTM,30-day,RR,290,0.6482758620689655,0.5177509767283847,0.6863468634686347,0.916256157635468,0.7848101265822784,0.7,With Behavioral
LSTM,30-day,SBRY,285,0.6070175438596491,0.4079789430222956,0.6070175438596491,1.0,0.7554585152838428,0.6070175438596491,With Behavioral
Logistic Regression,30-day,ASC,300,0.4866666666666667,0.4925081143568538,0.4666666666666667,0.3333333333333333,0.3888888888888889,0.49,With Behavioral
Logistic Regression,30-day,CPI,300,0.5266666666666666,0.5154704367857627,0.6421052631578947,0.3609467455621302,0.4621212121212121,0.5633333333333334,With Behavioral
Logistic Regression,30-day,CRST,299,0.5518394648829431,0.5403437358661238,0.5,0.3880597014925373,0.4369747899159664,0.4481605351170568,With Behavioral
Logistic Regression,30-day,LLOY,294,0.4081632653061224,0.3950957339603628,0.7235772357723578,0.388646288209607,0.5056818181818182,0.7789115646258503,With Behavioral
Logistic Regression,30-day,RR,290,0.4655172413793103,0.5206386954306099,0.7105263157894737,0.3990147783251231,0.5110410094637224,0.7,With Behavioral
Logistic Regression,30-day,SBRY,285,0.5263157894736842,0.4883360858794385,0.6104651162790697,0.6069364161849711,0.6086956521739131,0.6070175438596491,With Behavioral
Random Forest,30-day,ASC,300,0.4633333333333333,0.4202569916855631,0.4204545454545454,0.2517006802721088,0.3148936170212766,0.49,With Behavioral
Random Forest,30-day,CPI,300,0.49,0.4780929581281901,0.5555555555555556,0.4733727810650887,0.5111821086261981,0.5633333333333334,With Behavioral
Random Forest,30-day,CRST,299,0.4949832775919732,0.4576662143826323,0.4273504273504273,0.373134328358209,0.398406374501992,0.4481605351170568,With Behavioral
Random Forest,30-day,LLOY,294,0.5136054421768708,0.5083977158212966,0.8028169014084507,0.4978165938864629,0.6145552560646901,0.7789115646258503,With Behavioral
Random Forest,30-day,RR,290,0.5275862068965518,0.4859860710039069,0.7088607594936709,0.5517241379310345,0.6204986149584487,0.7,With Behavioral
Random Forest,30-day,SBRY,285,0.5789473684210527,0.6416184971098265,0.6879432624113475,0.5606936416184971,0.6178343949044586,0.6070175438596491,With Behavioral
SVM,30-day,ASC,300,0.4766666666666667,0.4185674269707882,0.4390243902439024,0.2448979591836734,0.314410480349345,0.49,With Behavioral
SVM,30-day,CPI,300,0.4066666666666667,0.3072180315280726,0.4716981132075472,0.4437869822485207,0.4573170731707317,0.5633333333333334,With Behavioral
SVM,30-day,CRST,299,0.5150501672240803,0.4465400271370421,0.4545454545454545,0.4104477611940298,0.4313725490196078,0.4481605351170568,With Behavioral
SVM,30-day,LLOY,294,0.5136054421768708,0.4036949949613705,0.7311827956989247,0.5938864628820961,0.655421686746988,0.7789115646258503,With Behavioral
SVM,30-day,RR,290,0.5103448275862069,0.4038842647641696,0.6580310880829016,0.625615763546798,0.6414141414141414,0.7,With Behavioral
SVM,30-day,SBRY,285,0.5719298245614035,0.529779108175062,0.6307692307692307,0.7109826589595376,0.6684782608695652,0.6070175438596491,With Behavioral
LSTM,1-day,ASC,306,0.4803921568627451,0.470321587410195,0.4504504504504504,0.3378378378378378,0.3861003861003861,0.4836601307189542,Without Behavioral
LSTM,1-day,CPI,307,0.4755700325732899,0.4544181308887191,0.4744525547445255,0.422077922077922,0.4467353951890034,0.501628664495114,Without Behavioral
LSTM,1-day,CRST,305,0.4688524590163934,0.4603632294715097,0.4527027027027027,0.4527027027027027,0.4527027027027027,0.4852459016393443,Without Behavioral
LSTM,1-day,LLOY,299,0.5484949832775919,0.512107419208011,0.5817307692307693,0.7159763313609467,0.6419098143236074,0.5652173913043478,Without Behavioral
LSTM,1-day,RR,297,0.4848484848484848,0.4883667883211679,0.5263157894736842,0.4375,0.4778156996587031,0.5387205387205387,Without Behavioral
LSTM,1-day,SBRY,287,0.5365853658536586,0.5013412816691506,0.5701754385964912,0.7878787878787878,0.6615776081424937,0.5749128919860628,Without Behavioral
Logistic Regression,1-day,ASC,306,0.5294117647058824,0.5213393773520356,0.5833333333333334,0.0945945945945946,0.1627906976744186,0.4836601307189542,Without Behavioral
Logistic Regression,1-day,CPI,307,0.5407166123778502,0.5774127832951363,0.6181818181818182,0.2207792207792207,0.3253588516746411,0.501628664495114,Without Behavioral
Logistic Regression,1-day,CRST,305,0.5344262295081967,0.5318040970907213,0.5416666666666666,0.2635135135135135,0.3545454545454545,0.4852459016393443,Without Behavioral
Logistic Regression,1-day,LLOY,299,0.4816053511705686,0.4720527992717341,0.5760869565217391,0.3136094674556213,0.4061302681992337,0.5652173913043478,Without Behavioral
Logistic Regression,1-day,RR,297,0.4781144781144781,0.4618156934306569,0.5238095238095238,0.34375,0.4150943396226415,0.5387205387205387,Without Behavioral
Logistic Regression,1-day,SBRY,287,0.4843205574912892,0.4879284649776453,0.5639097744360902,0.4545454545454545,0.5033557046979866,0.5749128919860628,Without Behavioral
Random Forest,1-day,ASC,306,0.5294117647058824,0.5208262059527882,0.5163934426229508,0.4256756756756756,0.4666666666666667,0.4836601307189542,Without Behavioral
Random Forest,1-day,CPI,307,0.4788273615635179,0.4990026313555725,0.4782608695652174,0.4285714285714285,0.4520547945205479,0.501628664495114,Without Behavioral
Random Forest,1-day,CRST,305,0.521311475409836,0.4967076949561026,0.5079365079365079,0.4324324324324324,0.4671532846715328,0.4852459016393443,Without Behavioral
Random Forest,1-day,LLOY,299,0.4882943143812709,0.4913290851160674,0.5526315789473685,0.4970414201183432,0.5233644859813084,0.5652173913043478,Without Behavioral
Random Forest,1-day,RR,297,0.5117845117845118,0.495323905109489,0.5524475524475524,0.49375,0.5214521452145214,0.5387205387205387,Without Behavioral
Random Forest,1-day,SBRY,287,0.4738675958188153,0.4834326875310482,0.5492957746478874,0.4727272727272727,0.50814332247557,0.5749128919860628,Without Behavioral
SVM,1-day,ASC,306,0.5163398692810458,0.4719893944577489,0.0,0.0,0.0,0.4836601307189542,Without Behavioral
SVM,1-day,CPI,307,0.498371335504886,0.4964349376114082,0.0,0.0,0.0,0.501628664495114,Without Behavioral
SVM,1-day,CRST,305,0.5147540983606558,0.4695300395937339,0.0,0.0,0.0,0.4852459016393443,Without Behavioral
SVM,1-day,LLOY,299,0.4347826086956521,0.4983614019116978,0.0,0.0,0.0,0.5652173913043478,Without Behavioral
SVM,1-day,RR,297,0.4612794612794613,0.4512773722627736,0.0,0.0,0.0,0.5387205387205387,Without Behavioral
SVM,1-day,SBRY,287,0.4250871080139373,0.4555886736214605,0.0,0.0,0.0,0.5749128919860628,Without Behavioral
LSTM,7-day,ASC,304,0.4309210526315789,0.4427056164145366,0.4789272030651341,0.7716049382716049,0.5910165484633569,0.5328947368421053,Without Behavioral
LSTM,7-day,CPI,306,0.5620915032679739,0.4556638509854884,0.5682656826568265,0.9005847953216374,0.6968325791855203,0.5588235294117647,Without Behavioral
LSTM,7-day,CRST,304,0.4572368421052631,0.5103083853083853,0.4674329501915709,0.8243243243243243,0.5965770171149144,0.4868421052631579,Without Behavioral
LSTM,7-day,LLOY,298,0.6073825503355704,0.4883600132218916,0.6073825503355704,1.0,0.755741127348643,0.6073825503355704,Without Behavioral
LSTM,7-day,RR,296,0.5878378378378378,0.5157535914292671,0.6113074204946997,0.9351351351351352,0.7393162393162394,0.625,Without Behavioral
LSTM,7-day,SBRY,286,0.6258741258741258,0.531248368401817,0.6258741258741258,1.0,0.7698924731182796,0.6258741258741258,Without Behavioral
Logistic Regression,7-day,ASC,304,0.4144736842105263,0.408754999130586,0.4148936170212766,0.2407407407407407,0.3046875,0.5328947368421053,Without Behavioral
Logistic Regression,7-day,CPI,306,0.5620915032679739,0.6128221789040502,0.6312056737588653,0.52046783625731,0.5705128205128205,0.5588235294117647,Without Behavioral
Logistic Regression,7-day,CRST,304,0.5164473684210527,0.5152893277893278,0.5033112582781457,0.5135135135135135,0.5083612040133779,0.4868421052631579,Without Behavioral
Logistic Regression,7-day,LLOY,298,0.5100671140939598,0.4409973084006233,0.5977653631284916,0.5911602209944752,0.5944444444444444,0.6073825503355704,Without Behavioral
Logistic Regression,7-day,RR,296,0.4898648648648648,0.4729486242999757,0.6011904761904762,0.5459459459459459,0.5722379603399433,0.625,Without Behavioral
Logistic Regression,7-day,SBRY,286,0.548951048951049,0.4454132511878035,0.6106194690265486,0.770949720670391,0.6814814814814815,0.6258741258741258,Without Behavioral
Random Forest,7-day,ASC,304,0.4901315789473684,0.5058902799513127,0.5294117647058824,0.3888888888888889,0.4483985765124555,0.5328947368421053,Without Behavioral
Random Forest,7-day,CPI,306,0.4281045751633986,0.4084037253627897,0.4861111111111111,0.4093567251461988,0.4444444444444444,0.5588235294117647,Without Behavioral
Random Forest,7-day,CRST,304,0.506578947368421,0.510200103950104,0.4930555555555556,0.4797297297297297,0.4863013698630137,0.4868421052631579,Without Behavioral
Random Forest,7-day,LLOY,298,0.4932885906040268,0.4829768144685272,0.5903614457831325,0.5414364640883977,0.5648414985590778,0.6073825503355704,Without Behavioral
Random Forest,7-day,RR,296,0.4695945945945945,0.4787192598003408,0.5958904109589042,0.4702702702702703,0.525679758308157,0.625,Without Behavioral
Random Forest,7-day,SBRY,286,0.5699300699300699,0.5791781966271602,0.6686746987951807,0.6201117318435754,0.6434782608695652,0.6258741258741258,Without Behavioral
SVM,7-day,ASC,304,0.4506578947368421,0.4330333854981742,0.4725274725274725,0.2654320987654321,0.3399209486166007,0.5328947368421053,Without Behavioral
SVM,7-day,CPI,306,0.4444444444444444,0.432640242581763,0.5035971223021583,0.4093567251461988,0.4516129032258064,0.5588235294117647,Without Behavioral
SVM,7-day,CRST,304,0.5197368421052632,0.5334589397089397,0.5075757575757576,0.4527027027027027,0.4785714285714286,0.4868421052631579,Without Behavioral
SVM,7-day,LLOY,298,0.5369127516778524,0.4912404967653586,0.6069651741293532,0.6740331491712708,0.6387434554973822,0.6073825503355704,Without Behavioral
SVM,7-day,RR,296,0.4797297297297297,0.3815680545410275,0.592814371257485,0.5351351351351351,0.5625,0.625,Without Behavioral
SVM,7-day,SBRY,286,0.6048951048951049,0.5963556622983345,0.6701030927835051,0.7262569832402235,0.6970509383378016,0.6258741258741258,Without Behavioral
LSTM,30-day,ASC,300,0.3366666666666666,0.3788626561735805,0.3951612903225806,0.6666666666666666,0.4962025316455696,0.49,Without Behavioral
LSTM,30-day,CPI,300,0.4733333333333333,0.2270653597723474,0.5201465201465202,0.8402366863905325,0.6425339366515838,0.5633333333333334,Without Behavioral
LSTM,30-day,CRST,299,0.4782608695652174,0.5547715965626413,0.4601449275362319,0.9477611940298508,0.6195121951219512,0.4481605351170568,Without Behavioral
LSTM,30-day,LLOY,294,0.7789115646258503,0.3903930131004366,0.7789115646258503,1.0,0.875717017208413,0.7789115646258503,Without Behavioral
LSTM,30-day,RR,290,0.6379310344827587,0.5077288941736029,0.6801470588235294,0.9113300492610836,0.7789473684210526,0.7,Without Behavioral
LSTM,30-day,SBRY,285,0.6070175438596491,0.3944054500412881,0.6070175438596491,1.0,0.7554585152838428,0.6070175438596491,Without Behavioral
Logistic Regression,30-day,ASC,300,0.5066666666666667,0.5014450224534257,0.492063492063492,0.2108843537414966,0.2952380952380952,0.49,Without Behavioral
Logistic Regression,30-day,CPI,300,0.5133333333333333,0.5131216405438367,0.6161616161616161,0.3609467455621302,0.4552238805970149,0.5633333333333334,Without Behavioral
Logistic Regression,30-day,CRST,299,0.5317725752508361,0.5307553143374039,0.4732142857142857,0.3955223880597014,0.4308943089430894,0.4481605351170568,Without Behavioral
Logistic Regression,30-day,LLOY,294,0.3673469387755102,0.3621095062143097,0.6837606837606838,0.3493449781659388,0.4624277456647399,0.7789115646258503,Without Behavioral
Logistic Regression,30-day,RR,290,0.4724137931034483,0.5255081818696563,0.711864406779661,0.4137931034482758,0.5233644859813084,0.7,Without Behavioral
Logistic Regression,30-day,SBRY,285,0.5263157894736842,0.4970066061106523,0.6158536585365854,0.5838150289017341,0.599406528189911,0.6070175438596491,Without Behavioral
Random Forest,30-day,ASC,300,0.4566666666666666,0.4138321995464853,0.4354838709677419,0.3673469387755102,0.3985239852398524,0.49,Without Behavioral
Random Forest,30-day,CPI,300,0.4433333333333333,0.3868286733818149,0.5060240963855421,0.4970414201183432,0.5014925373134328,0.5633333333333334,Without Behavioral
Random Forest,30-day,CRST,299,0.4615384615384615,0.457824513794663,0.4055944055944055,0.4328358208955223,0.4187725631768953,0.4481605351170568,Without Behavioral
Random Forest,30-day,LLOY,294,0.5272108843537415,0.5098421229425596,0.8040540540540541,0.519650655021834,0.6312997347480106,0.7789115646258503,Without Behavioral
Random Forest,30-day,RR,290,0.4482758620689655,0.4176433950512428,0.6369426751592356,0.4926108374384236,0.5555555555555556,0.7,Without Behavioral
Random Forest,30-day,SBRY,285,0.5333333333333333,0.6066525598678778,0.631578947368421,0.5549132947976878,0.5907692307692308,0.6070175438596491,Without Behavioral
SVM,30-day,ASC,300,0.5033333333333333,0.5068916455471077,0.4893617021276595,0.3129251700680272,0.3817427385892116,0.49,Without Behavioral
SVM,30-day,CPI,300,0.41,0.296219341433669,0.4736842105263157,0.4260355029585799,0.4485981308411215,0.5633333333333334,Without Behavioral
SVM,30-day,CRST,299,0.5284280936454849,0.4496607869742198,0.4705882352941176,0.417910447761194,0.4426877470355731,0.4481605351170568,Without Behavioral
SVM,30-day,LLOY,294,0.5306122448979592,0.4609338259993281,0.7486338797814208,0.5982532751091703,0.6650485436893204,0.7789115646258503,Without Behavioral
SVM,30-day,RR,290,0.4793103448275862,0.3855387577147386,0.6444444444444445,0.5714285714285714,0.6057441253263708,0.7,Without Behavioral
SVM,30-day,SBRY,285,0.5789473684210527,0.5819570602807598,0.6432432432432432,0.6878612716763006,0.664804469273743,0.6070175438596491,Without Behavioral
