Model,Horizon,Ticker,Observations,Accuracy,ROC_AUC,Precision,Recall,F1,Up_Proportion_Actual,Feature_Set
Random Forest,30-day,ASC,166,0.6385542168674698,0.6262220925142273,0.6464646464646465,0.7191011235955056,0.6808510638297872,0.536144578313253,Without Behavioral
Random Forest,30-day,CPI,166,0.4879518072289157,0.5122944856685581,0.5094339622641509,0.6206896551724138,0.5595854922279793,0.5240963855421686,Without Behavioral
Random Forest,30-day,CRST,166,0.3433734939759036,0.3867866004962779,0.2882882882882883,0.5161290322580645,0.3699421965317919,0.3734939759036144,Without Behavioral
Random Forest,30-day,LLOY,166,0.5963855421686747,0.4799739195230998,0.7433628318584071,0.6885245901639344,0.7148936170212766,0.7349397590361446,Without Behavioral
Random Forest,30-day,RR,165,0.5515151515151515,0.513142174432497,0.5811965811965812,0.7311827956989247,0.6476190476190476,0.5636363636363636,Without Behavioral
Random Forest,30-day,SBRY,166,0.5,0.5406301824212272,0.4354838709677419,0.8059701492537313,0.5654450261780105,0.4036144578313253,Without Behavioral
SVM,30-day,ASC,166,0.5180722891566265,0.4708886618998978,0.5314685314685315,0.8539325842696629,0.6551724137931034,0.536144578313253,Without Behavioral
SVM,30-day,CPI,166,0.4156626506024096,0.3724719918521751,0.4626865671641791,0.7126436781609196,0.5610859728506787,0.5240963855421686,Without Behavioral
SVM,30-day,CRST,166,0.3192771084337349,0.3683312655086848,0.3082706766917293,0.6612903225806451,0.4205128205128205,0.3734939759036144,Without Behavioral
SVM,30-day,LLOY,166,0.7048192771084337,0.5232861400894188,0.7267080745341615,0.9590163934426228,0.8268551236749117,0.7349397590361446,Without Behavioral
SVM,30-day,RR,165,0.5333333333333333,0.3830645161290322,0.5506329113924051,0.935483870967742,0.6932270916334662,0.5636363636363636,Without Behavioral
SVM,30-day,SBRY,166,0.3554216867469879,0.4313282074476104,0.3717948717948718,0.8656716417910447,0.5201793721973094,0.4036144578313253,Without Behavioral
